city,deliveryTime,foodType,price,restaurantName
berhampore,32 MINS,Biryani,₹400 FOR TWO,Roxy Biryani House
berhampore,29 MINS,"North Indian, Asian",₹250 FOR TWO,Sohini Restaurant
berhampore,29 MINS,"Indian, Italian, Continental",₹200 FOR TWO,Amul Prochesta Cafe
bhadrachalam,43 MINS,Biryani,₹90 FOR TWO,Sri Durga Biryani Center
bhadrachalam,43 MINS,Biryani,₹300 FOR TWO,Athidi Family Restaurant
bhadrachalam,-- MINS,Biryani,₹160 FOR TWO,Anil Family Restaurant
bhadrachalam,-- MINS,Biryani,₹300 FOR TWO,Ramya Sri Spicy Restaurant
bhadrachalam,-- MINS,Biryani,₹200 FOR TWO,MNR Family Dhaba
bhadrachalam,-- MINS,Indian,₹150 FOR TWO,TEA TYPES
bhadrachalam,-- MINS,Biryani,₹250 FOR TWO,Gowthami Spice Restaurant
bhadrachalam,-- MINS,Biryani,₹300 FOR TWO,Geethanjali Restaurant
bhadrachalam,-- MINS,American,₹150 FOR TWO,Vicky Donalds
bhadrachalam,-- MINS,Snacks,₹40 FOR TWO,A.M.P.M Hotel
berhampur,28 MINS,"Biryani, Chinese, North Indian",₹180 FOR TWO,New Biryani Centre
berhampur,30 MINS,"Chinese, North Indian, South Indian",₹300 FOR TWO,Hotel Bhubaneswari Classic
berhampur,35 MINS,"Biryani, Chinese, Continental",₹300 FOR TWO,O' Kareem Family Restaurant
berhampur,29 MINS,"Chinese, South Indian",₹200 FOR TWO,New Merrydine Restaurant
berhampur,26 MINS,"Biryani, Chinese, North Indian",₹200 FOR TWO,Hotel Sri Durga
berhampur,35 MINS,"Desserts, Beverages",₹150 FOR TWO,7th Heaven
berhampur,34 MINS,"Biryani, Chinese, South Indian, North Indian, Beverages",₹200 FOR TWO,Atithi Inn
berhampur,27 MINS,"Chinese, South Indian",₹100 FOR TWO,HOTEL BHUBANESWARI PALACE
berhampur,32 MINS,"Biryani, Chinese, Fast Food",₹200 FOR TWO,Ismail Kabab Korner
berhampur,31 MINS,"Chinese, Fast Food",₹200 FOR TWO,M/S Kesariya Kitchen
berhampur,28 MINS,"South Indian, North Indian",₹150 FOR TWO,M/S HOTEL SAI NANDAN
berhampur,38 MINS,"American, Italian, Beverages",₹150 FOR TWO,Fresh Bakery
berhampur,30 MINS,"Chinese, North Indian",₹150 FOR TWO,Food Bees
berhampur,27 MINS,"Biryani, Chinese, North Indian, Beverages",₹200 FOR TWO,Hyderabad Dum Biriyani
berhampur,25 MINS,Sweets,₹200 FOR TWO,NEW GANGURAM MISTAN
berhampur,34 MINS,"Chinese, Indian",₹200 FOR TWO,M/s Kick Restaurant
bharabanki,34 MINS,North Indian,₹200 FOR TWO,New Shere Punjab
bharabanki,37 MINS,"Pizzas, Italian, Beverages",₹149 FOR TWO,PIZZA CAVE
bharabanki,32 MINS,North Indian,₹149 FOR TWO,New Shere punjab (Front of stadium)
bharabanki,37 MINS,Chinese,₹199 FOR TWO,Common Room Cafe
bharabanki,43 MINS,"Chinese, Snacks, Beverages",₹149 FOR TWO,Burger Point
bharabanki,26 MINS,North Indian,₹149 FOR TWO,Nukkad cafe
bharabanki,35 MINS,"North Indian, Chinese",₹250 FOR TWO,Desiaan
bharabanki,32 MINS,North Indian,₹149 FOR TWO,SARDAR JI CHAP WALE
bharabanki,35 MINS,Bakery,₹200 FOR TWO,Tandon Bakery Store
bharabanki,36 MINS,"Desserts, Ice Cream",₹100 FOR TWO,Kwality Walls Frozen Dessert & Ice Cream Shop
bharabanki,26 MINS,"Chinese, North Indian",₹149 FOR TWO,Mr. Vansh
bharabanki,35 MINS,"North Indian, Chinese",₹200 FOR TWO,Food Junction
bharabanki,26 MINS,"North Indian, Chinese",₹250 FOR TWO,Food Zest
bharabanki,42 MINS,"North Indian, Chinese, Tandoor",₹149 FOR TWO,Indian food junction
bharabanki,32 MINS,North Indian,₹200 FOR TWO,Punjabi Dhaba
bharabanki,26 MINS,Bakery,₹149 FOR TWO,Best shop
bhagalpur,33 MINS,"Pizzas, Fast Food",₹100 FOR TWO,USPFC
bhagalpur,37 MINS,"Italian, Continental, Chinese, Bakery",₹250 FOR TWO,7th Heaven [khalifabag]
bhagalpur,37 MINS,"North Indian, Chinese",₹200 FOR TWO,TFC (Tejashwi Food Club)
bhagalpur,37 MINS,South Indian,₹100 FOR TWO,The Madras Cafe
bhagalpur,36 MINS,"Italian, Snacks, Desserts",₹150 FOR TWO,Grill Inn
bhagalpur,34 MINS,"North Indian, Chinese",₹100 FOR TWO,Food Villa
bhagalpur,36 MINS,North Indian,₹200 FOR TWO,Siyanand Dhaba
bhagalpur,32 MINS,Bakery,₹200 FOR TWO,7Th Heaven Cake Shop
bhagalpur,32 MINS,"Bakery, Chinese, Italian",₹100 FOR TWO,Bake Club  & Big Bite Rolls
bhagalpur,37 MINS,"Indian, Chinese",₹100 FOR TWO,Metro Mirchi
bhagalpur,30 MINS,Desserts,₹200 FOR TWO,Hangout Cafe Cake Shop
bhagalpur,30 MINS,North Indian,₹50 FOR TWO,Maa Annapurna Hotel
bhagalpur,40 MINS,"North Indian, Chinese",₹200 FOR TWO,Chahat The Dhaba
bhagalpur,30 MINS,"Chinese, South Indian, Sweets",₹100 FOR TWO,Devendra Jalpan
bhagalpur,30 MINS,"Chinese, North Indian",₹100 FOR TWO,Yummy Tummy
bhagalpur,36 MINS,"Chinese, North Indian",₹200 FOR TWO,FFC (Fast Food Corner)
bharatpur,29 MINS,"Fast Food, Indian, Pizzas",₹200 FOR TWO,The Treat
bharatpur,30 MINS,Indian,₹0 FOR TWO,Yaduvanshi Milk Dairy
bharatpur,30 MINS,Bakery,₹100 FOR TWO,Vinayak Confectionery
bharatpur,31 MINS,North Indian,₹100 FOR TWO,Hotel Om Sai and Restaurant
bharatpur,32 MINS,"Fast Food, Chinese, Beverages",₹100 FOR TWO,Vandey's
bharatpur,34 MINS,"North Indian, Mughlai, Biryani, Beverages",₹100 FOR TWO,Dev Hotel
bharatpur,35 MINS,"North Indian, Beverages, Ice Cream",₹100 FOR TWO,Dev Hotel And Restaurant (Pure Veg)
bharatpur,38 MINS,Pizzas,₹200 FOR TWO,Frandie Cafe
bharatpur,38 MINS,Indian,₹150 FOR TWO,VRANDAVAN TIFFINS
bharatpur,39 MINS,Bakery,₹100 FOR TWO,Swastik Confectionery
bharatpur,55 MINS,North Indian,₹100 FOR TWO,Flavour Food (A food processor)
bharatpur,55 MINS,Juices,₹100 FOR TWO,Sunil Juice Center
bharatpur,-- MINS,Indian,₹200 FOR TWO,Xotic khichdi food
bharatpur,-- MINS,South Indian,₹150 FOR TWO,RUCHI KABAB
bhatapara,-- MINS,"North Indian, Mughlai",₹150 FOR TWO,Gagandeep Hotel
bhandara,32 MINS,Fast Food,₹100 FOR TWO,RANA FOOD PLANET
bhandara,44 MINS,Punjabi,₹50 FOR TWO,The Paratha Shop
bhandara,49 MINS,"Cafe, Chinese, Fast Food",₹150 FOR TWO,CAFE TALAP AND RESTRO
bhandara,51 MINS,"Fast Food, Beverages",₹100 FOR TWO,Crunchmill Western Food
bhandara,-- MINS,Chinese,₹100 FOR TWO,ANAND CHINESE CORNER
bhandara,-- MINS,"Indian, Maharashtrian",₹150 FOR TWO,Sachin Family Restaurant
bhandara,-- MINS,Biryani,₹150 FOR TWO,Hotel AL Rizwan
bhandara,-- MINS,Desserts,₹100 FOR TWO,Maa Bhavani Sweet Mart & Namkeen House
bhandara,-- MINS,"Chinese, Fast Food",₹150 FOR TWO,Walter's Cafe
bhilai,38 MINS,"Pizzas, South Indian, Chinese, Cafe, Fast Food, Snacks, Italian, North Eastern, ...",₹200 FOR TWO,CAD M CAD B
bhilai,30 MINS,"Biryani, Kebabs, Combo, Chinese, Tandoor, Snacks, Salads, Ramzan Special, Mughla...",₹250 FOR TWO,Hotel Ansari
bhilai,25 MINS,"Desserts, Ice Cream",₹100 FOR TWO,Kwality Walls
bhilai,44 MINS,"North Indian, Indian, Biryani, Beverages, Tandoor, Combo, Thalis, Grill",₹300 FOR TWO,MADHURISHA FAMILY RESTAURANT
bhilai,30 MINS,"Beverages, Ice Cream, Desserts, Healthy Food",₹300 FOR TWO,Keventers - Milkshakes & Ice Cream
bhilai,45 MINS,"Thalis, North Indian, Snacks, Fast Food, Street Food",₹150 FOR TWO,Shree Mangalam-Paratha House
bhilai,34 MINS,Desserts,₹200 FOR TWO,SATYAM BAKERS AND SWEETS
bhilai,29 MINS,"Continental, Beverages",₹200 FOR TWO,NANHE	 TEA & SNACK'S
bhilai,33 MINS,"Pizzas, Snacks, Desserts, Ice Cream, Beverages",₹250 FOR TWO,Krazy Kool
bhilai,43 MINS,"Juices, Healthy Food, Snacks, Beverages",₹150 FOR TWO,Juice Factory
bhilai,41 MINS,"Fast Food, Desserts, Italian-American",₹250 FOR TWO,Wafflez - Civic Centre
bhilai,36 MINS,"North Indian, South Indian, Chinese, Pizzas, Snacks, Continental",₹200 FOR TWO,Tadka Pure Veg
bhilai,30 MINS,"Biryani, North Indian, Chinese, Tandoor, Kebabs, Salads, Mughlai, Indian",₹200 FOR TWO,AL Lazeez Biryani
bhilai,54 MINS,South Indian,₹200 FOR TWO,MADRASI TADKA
bhilai,32 MINS,"Bakery, Fast Food",₹150 FOR TWO,The Mad Bakers
bhilai,29 MINS,"Biryani, Chinese, North Indian, Indian, Tandoor",₹200 FOR TWO,Hotel Zam Zam
bhilwara,36 MINS,"Cafe, Italian, Pizzas",₹200 FOR TWO,Hot Pizza
bhilwara,35 MINS,North Indian,₹300 FOR TWO,Mirchi Restaurant
bhilwara,25 MINS,"Indian, Rajasthani",₹200 FOR TWO,Shree Sanwariya Bhojnalaya
bhilwara,27 MINS,"North Indian, Desserts",₹200 FOR TWO,Delhi Thali Restaurant
bhimavaram,-- MINS,American,₹200 FOR TWO,YFC
bhilwara,33 MINS,"North Indian, Desserts",₹200 FOR TWO,Mahalaxmi Bakers
bhilwara,33 MINS,"North Indian, Rajasthani",₹200 FOR TWO,Shree Sanwariya Restaurant
bhilwara,40 MINS,"Fast Food, Pizzas",₹200 FOR TWO,Sonu Patties
bhilwara,39 MINS,"Mughlai, Punjabi",₹300 FOR TWO,Chawla Chicken
bhimavaram,-- MINS,Biryani,₹300 FOR TWO,Chandrika Biriyani Family Point
bhimavaram,-- MINS,Biryani,₹200 FOR TWO,Treats Kathies
bhimavaram,-- MINS,Biryani,₹300 FOR TWO,Sri Abhiruchi Restaurant
bhimavaram,-- MINS,"Continental, Pizzas, Juices",₹200 FOR TWO,Lassi n Shakes
bhimavaram,-- MINS,"Desserts, Sweets, Beverages",₹250 FOR TWO,Sri Dip & Go
bhilwara,25 MINS,"Continental, North Indian",₹200 FOR TWO,Burp It - Serving Authentic Indian Delicacies
bhilwara,31 MINS,Fast Food,₹200 FOR TWO,Bholenath Pizza Centre
bhilwara,25 MINS,Sweets,₹150 FOR TWO,Pyare Lal Ghewar Chand( Beawar Wala Halwai)
bhilwara,27 MINS,"Indian, Snacks",₹200 FOR TWO,Mathuralal Namkeen Bhandar
bhilwara,33 MINS,Desserts,₹250 FOR TWO,Baskin Robbins
bhilwara,39 MINS,North Indian,₹300 FOR TWO,Sip & Gossip Cafe
bhilwara,40 MINS,Continental,₹200 FOR TWO,Love bird pizza
bhimavaram,-- MINS,"Chinese, Indian, Tandoor",₹300 FOR TWO,Taj Restaurant
bhimavaram,-- MINS,"South Indian, Biryani",₹300 FOR TWO,Abhiruchi Veg and Non Veg Restaurant
bhimavaram,-- MINS,"European, Italian",₹250 FOR TWO,Roasters Fried Chicken
bhimavaram,-- MINS,"Asian, Chinese",₹200 FOR TWO,Cafe Brew & Bake
bhimavaram,-- MINS,"Biryani, Fast Food, North Indian, Chinese",₹300 FOR TWO,Almas Restaurant
bhimavaram,-- MINS,Biryani,₹300 FOR TWO,Vindhu - Hotel Falcon's Nest
bhimavaram,-- MINS,"Biryani, North Indian, Chinese",₹300 FOR TWO,Adurs Restaurant
bhimavaram,-- MINS,Arabian,₹300 FOR TWO,Barkaas Arabic Restaurant
bhilwara,26 MINS,North Indian,₹200 FOR TWO,Harichhaya Garden restaurant
bhimavaram,-- MINS,American,₹200 FOR TWO,BFC
bharuch,30 MINS,Pizzas,₹400 FOR TWO,Domino's Pizza
bharuch,43 MINS,"Biryani, Beverages, Continental",₹200 FOR TWO,Albaik India
bharuch,48 MINS,Fast Food,₹200 FOR TWO,Food Kart
bharuch,35 MINS,"Fast Food, Italian",₹200 FOR TWO,The Olive's Kitchen
bharuch,36 MINS,Fast Food,₹200 FOR TWO,Express Kitchen
bharuch,40 MINS,"Afghani, Biryani",₹200 FOR TWO,A1 Chicken Biryani
bharuch,38 MINS,"South Indian, Biryani",₹150 FOR TWO,New Thakor Restaurant
bhatkal,33 MINS,"Chinese, Desserts, Pizzas",₹200 FOR TWO,Cafe down town
bhatkal,30 MINS,"South Indian, North Indian, Chinese",₹250 FOR TWO,Hotel Olive
bharuch,40 MINS,"North Indian, Chinese, Biryani, Beverages",₹150 FOR TWO,New Greenery Restaurant
bharuch,38 MINS,"Fast Food, Snacks, Pizzas, Grill",₹150 FOR TWO,Natural Oasis
bharuch,35 MINS,"Chinese, Fast Food",₹200 FOR TWO,Roll's N Bun's
bharuch,41 MINS,"Fast Food, Italian",₹200 FOR TWO,Real Paprika
bharuch,34 MINS,"Chinese, North Indian, Punjabi, Snacks, Biryani, Beverages, Thalis",₹250 FOR TWO,Hotel Corona
bharuch,35 MINS,"Desserts, Beverages",₹100 FOR TWO,New Silver Sona
bharuch,44 MINS,"Chinese, Fast Food, North Indian, Punjabi, Biryani, Mughlai, Thalis",₹200 FOR TWO,Rajdhani Restaurant
bharuch,49 MINS,Fast Food,₹100 FOR TWO,Lalabhai Sev Usal Wala
bhatkal,29 MINS,"Ice Cream, South Indian",₹200 FOR TWO,Summer Ice-Creams & Veg Restaurant
bhatkal,-- MINS,"South Indian, North Indian, Chinese",₹300 FOR TWO,TFC Inn
bhatkal,-- MINS,"Biryani, North Indian, South Indian",₹250 FOR TWO,riha's kitchen
bhatkal,-- MINS,"South Indian, North Indian, Chinese",₹300 FOR TWO,Hotel 4 Seezon
bhatkal,-- MINS,"South Indian, North Indian, Chinese",₹150 FOR TWO,Hotel Royal Athitya
bhatkal,-- MINS,"North Indian, Biryani, Beverages, Ice Cream",₹250 FOR TWO,Shahi Darbar Veg restaurant
bhatkal,-- MINS,"Biryani, Arabian, Tandoor",₹100 FOR TWO,Chillies Family Restaurant
bhatkal,-- MINS,Fast Food,₹200 FOR TWO,Five Star Chicken
bhatkal,-- MINS,"North Indian, South Indian",₹200 FOR TWO,simran kitchen bkl
bhatkal,-- MINS,"Biryani, South Indian, North Indian, Chinese, Seafood",₹150 FOR TWO,Hotel karavali
bhind,26 MINS,"Chinese, Italian, South Indian, Fast Food",₹150 FOR TWO,MP Fast Food Restaurant
bhind,31 MINS,Desserts,₹250 FOR TWO,Mama Bhanja mishthan bhandar
bhind,30 MINS,North Indian,₹150 FOR TWO,Upadhyay Bhojanalay
bhind,26 MINS,"Italian, Fast Food",₹200 FOR TWO,Pizza Hub
bhind,31 MINS,Desserts,₹200 FOR TWO,Popy Bareya Cake King
bhind,33 MINS,"North Indian, Chinese, Italian, South Indian",₹200 FOR TWO,Shri Balaji Palace & Family Restaurant
bhind,26 MINS,Desserts,₹250 FOR TWO,bangali sweets & dry fruits
bhind,26 MINS,"North Indian, Chinese",₹180 FOR TWO,Drashya Cafateriya
bhind,28 MINS,North Indian,₹150 FOR TWO,Apna Singh Dhava
bhind,31 MINS,"Chinese, Italian, Fast Food",₹200 FOR TWO,Rathore Fast Foods
bhind,-- MINS,"North Indian, Chinese",₹200 FOR TWO,Maa Sheetla Restaurant
bhind,-- MINS,"North Indian, Fast Food, Chinese",₹250 FOR TWO,NH-92 FOOD ZONE
bhind,-- MINS,North Indian,₹250 FOR TWO,INDIAN DHAVA
bhiwadi,35 MINS,North Indian,₹250 FOR TWO,Meal Bazaar
bhiwadi,31 MINS,North Indian,₹100 FOR TWO,Sneha Foods Service and Tiffin Service
bhiwadi,31 MINS,North Indian,₹150 FOR TWO,Jai Baba Family Restaurant
bhiwadi,43 MINS,North Indian,₹250 FOR TWO,Delhi Tadka
bhiwadi,29 MINS,Indian,₹100 FOR TWO,Kanha Shyaam Food Store
bhiwadi,31 MINS,Fast Food,₹150 FOR TWO,Sai Fast Food Corner
bhiwadi,25 MINS,"American, Fast Food",₹350 FOR TWO,Burger King
bhiwadi,33 MINS,North Indian,₹100 FOR TWO,Radhe Krishna Family Restaurant
bhiwadi,28 MINS,"North Indian, Continental, Desserts, Fast Food, Beverages",₹200 FOR TWO,Harish Bakery
bhiwadi,31 MINS,North Indian,₹150 FOR TWO,Ram Family Restaurant
bhiwadi,35 MINS,Fast Food,₹100 FOR TWO,The Chinese Delight
bhiwadi,25 MINS,Pizzas,₹100 FOR TWO,Mama Mia Pizza
bhiwadi,26 MINS,South Indian,₹150 FOR TWO,Dosa Wala
bhiwadi,25 MINS,"Chinese, Desserts, Fast Food, Beverages",₹100 FOR TWO,Bikaner Misthan Bhandar.
bhiwadi,30 MINS,Pizzas,₹400 FOR TWO,Domino's Pizza
bhiwadi,25 MINS,Fast Food,₹400 FOR TWO,McDonald's
bhavnagar,27 MINS,Pizzas,₹250 FOR TWO,Drizzle's Pizza
bhavnagar,30 MINS,"North Indian, Desserts, Beverages, Fast Food, Chinese, South Indian",₹200 FOR TWO,Crave Eatables
bhavnagar,32 MINS,"Continental, Desserts, Fast Food, Italian, Mexican, Beverages",₹200 FOR TWO,The Coffee Cafe
bhavnagar,35 MINS,"Fast Food, Italian",₹100 FOR TWO,Chatkazz - spice Up!
bhavnagar,32 MINS,"Desserts, Sweets",₹150 FOR TWO,Amrut bakers & cake shop
bhavnagar,28 MINS,Pizzas,₹600 FOR TWO,Pizza Hut
bhavnagar,25 MINS,"Desserts, Fast Food, Sweets",₹200 FOR TWO,Bachubhai Dudhwala CRAVE EATABLES
bhavnagar,33 MINS,"North Indian, Fast Food, Punjabi, Chinese, South Indian",₹200 FOR TWO,Hotel Blue Hill
bhavnagar,37 MINS,"Biryani, Fast Food",₹300 FOR TWO,Egg Smart
bhavnagar,41 MINS,North Indian,₹230 FOR TWO,Biryani Zone
bhavnagar,28 MINS,"Beverages, Chinese, Desserts, North Indian",₹400 FOR TWO,HONEST WAGHAWADI
bhavnagar,22 MINS,"Desserts, Sweets",₹100 FOR TWO,Laxmi Farsan & Sweet - Girdharilal Mithaiwala
bhavnagar,29 MINS,"Fast Food, South Indian, North Indian, Desserts, Chaat",₹250 FOR TWO,Dimple Fast Food
bhavnagar,21 MINS,"Beverages, Juices",₹200 FOR TWO,AMRUT PARLOUR
bhavnagar,26 MINS,"Sweets, Snacks, Bakery, Desserts",₹200 FOR TWO,Rasmalai sweet & Namkeen
bhavnagar,26 MINS,"Chinese, American, Fast Food, Italian",₹200 FOR TWO,The Cafe Bistro
bhiwani,30 MINS,North Indian,₹200 FOR TWO,Jagdambe Shudh Vaishano Bhojanalaya
bhiwani,26 MINS,"Bakery, Fast Food",₹150 FOR TWO,Asain Bakery & Snacks
bhiwani,32 MINS,"Pizzas, Pastas",₹200 FOR TWO,Pizza Choice
bhiwani,30 MINS,"Chaat, Chinese, Continental, South Indian, Indian",₹200 FOR TWO,Chatori Gali
bhiwani,32 MINS,Fast Food,₹150 FOR TWO,Pizza Hub
bhiwani,29 MINS,"Sweets, Snacks, Fast Food",₹200 FOR TWO,Rakheja Burfi wala & Namkeen
bhiwani,30 MINS,Fast Food,₹150 FOR TWO,Burger Bell
bhiwani,27 MINS,"Bakery, Fast Food",₹200 FOR TWO,Kaka Bakery
bhiwani,26 MINS,"Fast Food, Pizzas, Chinese, South Indian",₹200 FOR TWO,Sweet Fast Food Caf
bhiwani,31 MINS,"Pizzas, Pastas, Beverages",₹200 FOR TWO,My Shop
bhiwani,29 MINS,"North Indian, Chinese, Pastas",₹250 FOR TWO,Shaam E Khaas
bhiwani,23 MINS,"Snacks, Beverages",₹250 FOR TWO,Diet Cheat repeat
bhiwani,35 MINS,North Indian,₹200 FOR TWO,Om Shudh Bhojnalye
bhiwani,32 MINS,"Pizzas, Pastas, Beverages",₹200 FOR TWO,Pizza Treats
bhiwani,23 MINS,"Fast Food, Pastas, Snacks, Beverages, Ice Cream",₹200 FOR TWO,Apple Cafe & Restaurant
bhiwani,23 MINS,"North Indian, Indian",₹200 FOR TWO,Royal Darbar
bhubaneswar,28 MINS,"Indian, Biryani, Thalis, Oriya, Seafood, Combo",₹250 FOR TWO,HOTEL WELCOME
bhubaneswar,31 MINS,"Oriya, North Indian, Biryani",₹100 FOR TWO,Food Darbar
bhubaneswar,31 MINS,"Fast Food, Chinese, Tandoor, Biryani",₹200 FOR TWO,Green Chillyz
bhubaneswar,27 MINS,"Indian, Biryani, Chinese, Seafood",₹200 FOR TWO,CHANCELLOR PREMIUM
bhubaneswar,29 MINS,"Biryani, Kebabs, Fast Food, Indian, Desserts",₹300 FOR TWO,Biriyani Box
bhubaneswar,37 MINS,"Indian, Chinese, Biryani, Oriya",₹200 FOR TWO,Bhaina Hotel And Fast Food
bhubaneswar,51 MINS,"Fast Food, Pizzas",₹350 FOR TWO,Pizza Hut
bhubaneswar,34 MINS,"Indian, Chinese, Biryani",₹300 FOR TWO,Tawaa Tandoor
bhubaneswar,32 MINS,"Indian, Biryani, Chinese",₹300 FOR TWO,Food Factory
bhubaneswar,51 MINS,"Indian, Tandoor, Biryani, North Indian, Asian, Chinese",₹250 FOR TWO,HOMIE-THE HYGIENE KITCHEN
bhubaneswar,29 MINS,Bakery,₹200 FOR TWO,Firangi Mithai
bhubaneswar,35 MINS,"Fast Food, American, Cafe",₹300 FOR TWO,Biggies Burger 'n' More
bhubaneswar,41 MINS,"Indian, Chinese",₹300 FOR TWO,Foodzo
bhubaneswar,29 MINS,Indian,₹150 FOR TWO,Hotel Maa Santoshi
bhubaneswar,35 MINS,"Biryani, Indian",₹200 FOR TWO,EATARIE
bhubaneswar,52 MINS,"Chinese, Indian",₹200 FOR TWO,ROSHAN ARABIAN
bhusawal,-- MINS,Chinese,₹150 FOR TWO,Om Chinese 
bhusawal,-- MINS,Snacks,₹150 FOR TWO,Shree's Cafe
bhusawal,-- MINS,Chinese,₹150 FOR TWO,Chaska Chainese
bhusawal,-- MINS,"Chinese, Fast Food",₹150 FOR TWO,Fatema Chinese & Fast Food Center
bhusawal,-- MINS,"Fast Food, Sweets",₹50 FOR TWO,Garg Mistan Bhandar
bhusawal,-- MINS,"Fast Food, North Indian, Chinese, Indian",₹100 FOR TWO,Mirch Masala
bhusawal,-- MINS,"Chinese, South Indian, Maharashtrian, Indian",₹150 FOR TWO,Hotel Malhar
bhusawal,-- MINS,Bakery,₹150 FOR TWO,Shree Sai Sweet & Bakery
bhusawal,-- MINS,Chinese,₹150 FOR TWO,Little Chinaa
bhopal,-- MINS,Indian,₹200 FOR TWO,BREAD & BETTER
bhopal,-- MINS,"Street Food, Indian, Snacks",₹200 FOR TWO,Balaji ki kripa
bhopal,-- MINS,"Street Food, Indian, Snacks",₹100 FOR TWO,MURENA KAY PRASIDDH BEDMI
bhopal,-- MINS,Healthy Food,₹200 FOR TWO,Aesthetics Nutrition
bhopal,-- MINS,"North Indian, Fast Food",₹200 FOR TWO,READY MEALZ
bhopal,-- MINS,"North Indian, Fast Food, Chinese, Continental",₹300 FOR TWO,Food Craft Restaurant
bhopal,-- MINS,"Street Food, Indian, Chinese",₹100 FOR TWO,VIKASH  NON VEG FAST FOOD
bhopal,-- MINS,"Street Food, Snacks, Beverages, Indian",₹100 FOR TWO,DADA KI CHAI
bhopal,-- MINS,"Street Food, Beverages, Paan",₹100 FOR TWO,Mishra Tea Stall
bhopal,-- MINS,"Street Food, South Indian, Snacks, Indian",₹200 FOR TWO,Antra pav bhaji
bhopal,-- MINS,"Street Food, North Indian, Snacks",₹100 FOR TWO,CHANDRABHAN NASTA GHAR
bhopal,-- MINS,"Street Food, Indian, Snacks",₹100 FOR TWO,Mukh swad nasta ghar
bhopal,-- MINS,"Indian, Fast Food, Snacks, Continental, Pizzas",₹250 FOR TWO,Grills & More
bhopal,-- MINS,Fast Food,₹150 FOR TWO,Loli Mumbai Vada Pav
bhopal,-- MINS,"Street Food, Indian, Thalis",₹100 FOR TWO,BHAGWATI TIFFIN CENTRE
bijapur,37 MINS,"Beverages, Cafe, Desserts",₹250 FOR TWO,Cafe Tree
bijapur,-- MINS,"Beverages, Desserts, Sweets",₹150 FOR TWO,Maharaja Sweets and General Store
bijapur,-- MINS,"North Indian, South Indian, Chaat, Beverages",₹250 FOR TWO,Agarwal Live chaats sweet and savouries
bijapur,-- MINS,"Indian, Biryani",₹200 FOR TWO,Biryani House
bijapur,-- MINS,"Beverages, South Indian",₹200 FOR TWO,FIVE STAR CHICKEN (LINGAD GUDI ROAD)
bijapur,-- MINS,"South Indian, North Indian",₹200 FOR TWO,Halli mane
bijapur,-- MINS,"South Indian, North Indian",₹200 FOR TWO,Anna Idli
bijapur,-- MINS,"Biryani, Chinese, Mughlai, South Indian",₹150 FOR TWO,Bagmare Chicken Corner
bijapur,-- MINS,"South Indian, North Indian",₹200 FOR TWO,Yadiyur siddalingeshwar Bhojanalaya ganesh nagar
bijapur,-- MINS,"North Indian, South Indian",₹150 FOR TWO,Rajwada The Restaurants
bijapur,-- MINS,Indian,₹200 FOR TWO,MH12 PAV BHAJI
bhuj,30 MINS,Pizzas,₹400 FOR TWO,Domino's Pizza
bhuj,54 MINS,"Chinese, South Indian, North Indian, Continental, Fast Food, Italian, Punjabi",₹400 FOR TWO,Ten11 Lounge
bhuj,57 MINS,"Beverages, Chinese, Mughlai, Biryani, Combo",₹250 FOR TWO,AL-Momin Restaurant
bhuj,30 MINS,"Fast Food, Italian, Pizzas",₹200 FOR TWO,Chatkazz
bhuj,35 MINS,"Chinese, North Indian, Mughlai, Punjabi",₹400 FOR TWO,Farzana Restaurant
bhuj,31 MINS,"Punjabi, Gujarati, Chinese, South Indian",₹400 FOR TWO,Ambar Restaurant
bilaspur,37 MINS,Indian,₹600 FOR TWO,RHYTHM RESTAURANT
bhuj,29 MINS,"Fast Food, Italian, Beverages, Pizzas, Snacks",₹200 FOR TWO,2 Amigos Fast Food
bhuj,34 MINS,"Chinese, South Indian, North Indian, Fast Food, Italian, Punjabi, Hyderabadi",₹400 FOR TWO,Flavors Restaurant
bhuj,40 MINS,"Desserts, Ice Cream, Beverages",₹150 FOR TWO,Vinayak Gola Parlour
bhuj,32 MINS,"North Indian, Punjabi",₹200 FOR TWO,Hotel Noorani Mahal
bhuj,31 MINS,"Chinese, South Indian, North Indian, Mughlai, Punjabi",₹400 FOR TWO,Amiri Restaurant
bilaspur,32 MINS,North Indian,₹200 FOR TWO,Sanjha Chulha
bilaspur,33 MINS,"North Indian, Biryani, Seafood, Tandoor, Snacks",₹150 FOR TWO,Nagpur Biryani
bilaspur,39 MINS,"Indian, Chinese, Biryani",₹200 FOR TWO,TEMPTATION RESTAURANT
bilaspur,34 MINS,"Pizzas, Pastas, Combo, Fast Food, Beverages",₹99 FOR TWO,Giza (Main Branch)
bilaspur,35 MINS,"Fast Food, Chinese",₹99 FOR TWO,Momos House
bhuj,45 MINS,"Chinese, Fast Food, Italian, Mughlai, Seafood",₹400 FOR TWO,Faizz Restaurant
bhuj,35 MINS,"Chinese, North Indian, Continental, Fast Food, Italian, Mughlai, Punjabi, Hydera...",₹400 FOR TWO,Lucky Restaurant
bhuj,-- MINS,Paan,₹100 FOR TWO,Banarasi Paan
bilaspur,38 MINS,"Fast Food, Healthy Food, Salads, Snacks, Desserts, Beverages",₹350 FOR TWO,SUBWAY
