city,deliveryTime,foodType,price,restaurantName
bangalore,25 MINS,"Indian, Home Food, Healthy Food, Snacks",₹200 FOR TWO,Great Indian Khichdi
bangalore,30 MINS,"American, Fast Food",₹350 FOR TWO,Burger King
baraut,-- MINS,Pizzas,₹400 FOR TWO,Domino's Pizza
bangalore,30 MINS,"American, Fast Food, Snacks",₹400 FOR TWO,KFC
bangalore,34 MINS,"Pizzas, Italian, Desserts, Pastas",₹400 FOR TWO,Fiero! Pizzeria
bangalore,28 MINS,Biryani,₹130 FOR TWO,Donne Biryani House
baramati,56 MINS,Ice Cream,₹300 FOR TWO,Kwality Walls Frozen Dessert and Ice Cream Shop
baramati,-- MINS,Pizzas,₹400 FOR TWO,Domino's Pizza
bardhaman,28 MINS,"Indian, Tandoor, Chinese, Fast Food, Biryani",₹300 FOR TWO,Canteen C1
bardhaman,28 MINS,"Biryani, Indian",₹150 FOR TWO,First Choice Biryani
bardhaman,28 MINS,"Indian, Chinese, Tandoor",₹250 FOR TWO,C3
bardhaman,28 MINS,"North Indian, Chinese, Tandoor, Fast Food",₹200 FOR TWO,The Grub Club
bardhaman,28 MINS,"North Indian, Tandoor, Chinese, Thai",₹250 FOR TWO,Rubi Restaurant & Hotel
bardhaman,28 MINS,"Biryani, Indian",₹200 FOR TWO,Badsahi Biriyani
bardhaman,28 MINS,"Chinese, North Indian",₹200 FOR TWO,Hara Chinese Stall
bardhaman,28 MINS,"Biryani, Indian",₹150 FOR TWO,Hydrabadi Biryani
bardhaman,28 MINS,Biryani,₹200 FOR TWO,Celebration Biryani
bardhaman,28 MINS,"Desserts, Fast Food",₹150 FOR TWO,Shree Krishna - The Heritage.
bardhaman,30 MINS,"North Indian, Chinese, Fast Food, Tandoor",₹350 FOR TWO,New Red Chilly
bardhaman,29 MINS,"Indian, Chinese, Tandoor",₹300 FOR TWO,Hotel Neelam
bardhaman,28 MINS,Biryani,₹150 FOR TWO,Badsahi Biryani
bardhaman,29 MINS,"Chinese, Fast Food, Beverages",₹200 FOR TWO,China 88
barnala,-- MINS,"Indian, Punjabi",₹99 FOR TWO,The Sweet Club
bardhaman,38 MINS,Indian,₹200 FOR TWO,Triptir Dhekur
bardhaman,28 MINS,"Chinese, Fast Food",₹200 FOR TWO,Canteen's Roll 
barnala,-- MINS,"Fast Food, Beverages, Desserts",₹80 FOR TWO,Friends Fast Food
barnala,-- MINS,"Italian, Continental, Fast Food, Snacks, Beverages, Desserts",₹100 FOR TWO,Dream Cafe
barnala,-- MINS,Sweets,₹150 FOR TWO,Kansal Sweets
barnala,-- MINS,"Chinese, Indian",₹150 FOR TWO,SARBAT RASSOI
barnala,-- MINS,"North Indian, Snacks",₹50 FOR TWO,Vijay Canteen
barnala,-- MINS,Indian,₹99 FOR TWO,RadhaRaman Amritsari Restaurant
barnala,-- MINS,"Italian, Beverages",₹150 FOR TWO,Cafe Pb 9teen
barnala,-- MINS,"Fast Food, Mexican, Beverages",₹100 FOR TWO,Hello Food
barnala,-- MINS,"Fast Food, Beverages",₹80 FOR TWO,Delight Food Cafe
barnala,-- MINS,"Indian, North Indian, Chinese, Italian, Desserts, Beverages",₹200 FOR TWO,THALI AND NAAN (Food For Life)
bareilly,30 MINS,"American, Fast Food, Continental",₹300 FOR TWO,Flashback
bareilly,35 MINS,"Indian, Mughlai",₹200 FOR TWO,Mobile Fish Parlour
bareilly,36 MINS,"North Indian, South Indian, Chinese, Mughlai",₹150 FOR TWO,Swad Restaurant
bareilly,37 MINS,"Pizzas, Italian, Beverages",₹300 FOR TWO,Ricos Cafe & Restaurant
bareilly,31 MINS,Biryani,₹200 FOR TWO,Al Nawaz Biryani
bardoli,-- MINS,"Fast Food, Snacks",₹200 FOR TWO,Chamunda Pavbhaji and Pulao
bareilly,30 MINS,North Indian,₹250 FOR TWO,Atithi Express
bareilly,36 MINS,"Bakery, Continental",₹300 FOR TWO,Creams & Dreams(Bakery & Cafe)
bareilly,26 MINS,North Indian,₹200 FOR TWO,Saxena Mutton Shop (SMS)
bareilly,33 MINS,North Indian,₹200 FOR TWO,Sanjog Da Sanjha Chulha
bareilly,39 MINS,Indian,₹200 FOR TWO,Om Punjab Hotel
bardoli,-- MINS,Desserts,₹200 FOR TWO,Shree Rajasthan Sweets and Farsan
bardoli,-- MINS,"Fast Food, Italian",₹250 FOR TWO,Shree Kesariya Juice and Fast Food
bardoli,-- MINS,"Fast Food, Snacks",₹50 FOR TWO,Jay jalaram aloopuri dabeli
bardoli,-- MINS,Fast Food,₹200 FOR TWO,Vaggie Treat Fast Food
bareilly,29 MINS,Pizzas,₹140 FOR TWO,5 Star Pizza
bareilly,32 MINS,"Afghani, Biryani, Hyderabadi, Mughlai, North Indian",₹150 FOR TWO,Bawarchi Express
bareilly,35 MINS,North Indian,₹250 FOR TWO,Akash Hotel
bardoli,-- MINS,"Chinese, Fast Food, Gujarati, Punjabi",₹300 FOR TWO,Vrundavan restaurant
bardoli,-- MINS,Pizzas,₹400 FOR TWO,Domino's Pizza
bardoli,-- MINS,"American, Biryani, Mughlai",₹200 FOR TWO,Kebab King
bareilly,27 MINS,"Beverages, Desserts",₹100 FOR TWO,Cream Bell Chill N' Cheers Ice Cream Parlour
bareilly,32 MINS,North Indian,₹250 FOR TWO,Atithi Restaurant
bareilly,45 MINS,Fast Food,₹200 FOR TWO,Crazy Point (Syndicate Ayubkhan Chauraha)
barshi,-- MINS,Fast Food,₹70 FOR TWO,shree datta bhel
bardoli,-- MINS,South Indian,₹200 FOR TWO,Raj Pav Bhaji and  Fancy Dosa Corner
bardoli,-- MINS,North Indian,₹300 FOR TWO,Shree Khodiyar Kathiyawadi Dhaba
barshi,-- MINS,"Continental, Chinese, North Indian, Italian",₹200 FOR TWO,Sheetal Food Mall
barshi,-- MINS,Fast Food,₹150 FOR TWO,CRAZY BITE FAST FOOD
barshi,-- MINS,Fast Food,₹200 FOR TWO,Jainam Pizza
barshi,-- MINS,Pizzas,₹300 FOR TWO,Laziz Pizza
barshi,-- MINS,"Punjabi, Chinese, Tandoor, South Indian",₹150 FOR TWO,Nikita Veg Food Carnival
barshi,-- MINS,"North Indian, Punjabi, Thalis",₹180 FOR TWO,Hotel Rupali
barshi,-- MINS,Snacks,₹70 FOR TWO,Ganesh Hotel
barshi,-- MINS,"Fast Food, Chinese",₹100 FOR TWO,Goli Vadapv Center
barshi,-- MINS,"North Indian, Chinese, Tandoor, Beverages",₹400 FOR TWO,Hotel RamKrishan Executive
basti,39 MINS,"Italian-American, Combo, North Indian",₹100 FOR TWO,Right Away Fast Food
barshi,-- MINS,Snacks,₹50 FOR TWO,BHAGWANT ASHIRWAD TEA POINT
barshi,-- MINS,Snacks,₹120 FOR TWO,Patil  Misal and Pavbhaji
barshi,-- MINS,"Cafe, Pizzas, Fast Food",₹200 FOR TWO,Yummizz  Sai  Surabhi Cafe
basti,34 MINS,"Chinese, North Indian, Beverages",₹200 FOR TWO,The Dragon King Restaurant
basti,-- MINS,"Bakery, Desserts, Snacks, Combo",₹200 FOR TWO,Good Bakery
barshi,-- MINS,Bakery,₹100 FOR TWO,SIGNATURE CAKES AND CHOCOLATES
barshi,-- MINS,North Indian,₹200 FOR TWO,Hotel Saanj
basti,-- MINS,"Chinese, Combo, Desserts, North Indian",₹100 FOR TWO,Lunch Box
basti,-- MINS,"Bakery, Italian-American, Desserts, Beverages",₹80 FOR TWO,Baker's Treat
basti,-- MINS,"Combo, Chaat, Chinese, Desserts, Beverages, Snacks",₹100 FOR TWO,Tikki Wala
basti,-- MINS,"Chinese, North Indian, Italian-American, Combo, Beverages",₹200 FOR TWO,Just For You Chattar Patter
basirhat,25 MINS,"Indian, Chinese, Biryani, Tandoor",₹300 FOR TWO,Chill Out Restaurant
basti,-- MINS,"South Indian, Bakery, Chinese, Beverages, Desserts, Italian-American",₹100 FOR TWO,New Madhur Sweets & Restaurant
basti,-- MINS,"North Indian, South Indian, Sweets, Beverages, Italian-American",₹100 FOR TWO,New Vijay Balla Sweets & Restaurant
basti,-- MINS,"Italian-American, Chinese, Beverages",₹200 FOR TWO,JJ Pizza N Caffe
basirhat,25 MINS,"Biryani, Chinese, Indian",₹200 FOR TWO,New Kitchen King II
basirhat,26 MINS,Indian,₹350 FOR TWO,HOICHOI Cafe & Restaurant
basirhat,26 MINS,"Chinese, Indian",₹100 FOR TWO,Only Momo
basti,-- MINS,"North Indian, Chinese, South Indian, Desserts, Italian-American",₹150 FOR TWO,JJ Pizza @99
basti,-- MINS,"Italian-American, North Indian, Snacks",₹200 FOR TWO,Dilli The Darbar
basirhat,31 MINS,"Fast Food, Snacks",₹200 FOR TWO,Dining Divas Cafe
basirhat,-- MINS,Biryani,₹200 FOR TWO,Kitchen King Restaurant
basirhat,-- MINS,Fast Food,₹100 FOR TWO,Basirhat cafe
basirhat,-- MINS,Mughlai,₹200 FOR TWO,Aman Haji Biryani House
basirhat,-- MINS,Fast Food,₹100 FOR TWO,New QFC
basirhat,-- MINS,Indian,₹200 FOR TWO,SFC Fast Food Center
batala,-- MINS,"North Indian, South Indian",₹150 FOR TWO,BIRYANI DARBAR
basirhat,-- MINS,Mughlai,₹200 FOR TWO,A-1 Haji Biryani
batala,-- MINS,North Indian,₹200 FOR TWO,chandan dhaba
batala,-- MINS,North Indian,₹150 FOR TWO,Mother's Mess
batala,-- MINS,North Indian,₹250 FOR TWO,Sant vaishno Dhaba
batala,-- MINS,"North Indian, South Indian, Chinese, Italian",₹200 FOR TWO,Laziz Hotel & Restaurant
batala,-- MINS,North Indian,₹150 FOR TWO,pind punjabi
batala,-- MINS,"North Indian, Fast Food, Chinese",₹250 FOR TWO,Shubh Foodz
batala,-- MINS,North Indian,₹250 FOR TWO,Kitchen 24/7
batala,-- MINS,Fast Food,₹99 FOR TWO,Foodies 
batala,-- MINS,"North Indian, Chinese, Mughlai",₹300 FOR TWO,First Bite
batala,-- MINS,"Fast Food, Italian",₹150 FOR TWO,hunger jacks pizzera
batala,-- MINS,"North Indian, Fast Food, Italian",₹200 FOR TWO,x burger house
batala,-- MINS,"Fast Food, Cafe",₹150 FOR TWO,shake shook cafe
beed,-- MINS,"Biryani, Indian",₹200 FOR TWO,Biriyani Palace
beed,-- MINS,"Biryani, Chinese",₹150 FOR TWO,MADINA CHINEESE
beed,-- MINS,"Punjabi, Maharashtrian",₹200 FOR TWO,HOTEL VIKRAM VEG AND NONVEG
beed,-- MINS,"Pizzas, Cafe",₹200 FOR TWO,Shrimant Happy Crust Cafe
beed,-- MINS,"Fast Food, Chinese",₹0 FOR TWO,Sagar Chinese  Chicken
beed,-- MINS,Fast Food,₹60 FOR TWO,No 1 Puneri Special Shabudana Wada
beed,-- MINS,"Cafe, Pizzas, Beverages, Ice Cream",₹200 FOR TWO,Pizza Planet
beed,-- MINS,"North Indian, Maharashtrian, Punjabi",₹250 FOR TWO,Maithili Resto Park
beawar,-- MINS,"Chinese, North Indian, Fast Food, Italian, Beverages",₹250 FOR TWO,Royal Pizza Club
beed,-- MINS,"Biryani, Maharashtrian, Punjabi",₹150 FOR TWO,HOTEL RAJGAD DHABA
beed,-- MINS,Indian,₹250 FOR TWO,Dosa Plaza Punjabi Dishe's
beed,-- MINS,"Desserts, Bakery",₹299 FOR TWO,MYN'S CAKE VALLEY
beed,-- MINS,"North Indian, Punjabi, Maharashtrian, Chinese, Gujarati, Fast Food",₹0 FOR TWO,Hotel Maithili
bathinda,-- MINS,"North Indian, Pizzas",₹150 FOR TWO,Rajasthani Fast Food Corner
beawar,-- MINS,North Indian,₹70 FOR TWO,Kailash Pan Bhandar
beawar,-- MINS,"North Indian, Fast Food",₹250 FOR TWO,King's Haweli Cafe and Restaurant
beawar,-- MINS,Fast Food,₹200 FOR TWO,Roll Wale
beawar,-- MINS,"Beverages, Chinese, Continental, Fast Food",₹120 FOR TWO,Film City Mocktail Bar
beawar,-- MINS,"Chinese, Fast Food, Juices, Snacks",₹250 FOR TWO,SHREE RAM RESTAURANT AND CAFE
beed,-- MINS,"Sweets, Snacks",₹150 FOR TWO,Chetana Sweets & Namkeen
beed,-- MINS,"North Indian, South Indian, Chinese",₹0 FOR TWO,Hotel Sagar Executive
beed,-- MINS,"Fast Food, Chaat",₹0 FOR TWO,Shantiraj Bhel Pakodi Center
bathinda,-- MINS,Desserts,₹200 FOR TWO,Giani Ice Cream
bathinda,-- MINS,North Indian,₹150 FOR TWO,Yash Vaishnu Dhaba
bathinda,-- MINS,North Indian,₹150 FOR TWO,Bawarchi Dhaba
beawar,-- MINS,"Bakery, Desserts",₹100 FOR TWO,Lucky Bakery
beawar,-- MINS,"Fast Food, Beverages",₹150 FOR TWO,Sip of Tea Cafe
beawar,-- MINS,North Indian,₹200 FOR TWO,Lumbji Ka Dhaba
beawar,-- MINS,"Chinese, South Indian, North Indian, Continental, Fast Food, Italian",₹250 FOR TWO,Hotel Shree Tamanna Restaurant
behror,-- MINS,"North Indian, Fast Food",₹150 FOR TWO,Om Hotel
bathinda,-- MINS,North Indian,₹150 FOR TWO,Rohit Vaishnu Dhaba
bathinda,-- MINS,North Indian,₹200 FOR TWO,Punjabi Zaika
bathinda,-- MINS,"Indian, Tandoor",₹200 FOR TWO,Deepak Dhaba
bathinda,-- MINS,North Indian,₹200 FOR TWO,Mohit Dhaba
beawar,-- MINS,"Chinese, South Indian, North Indian, Continental, Fast Food, Italian, Beverages",₹250 FOR TWO,Kapil Restaurent
beawar,-- MINS,"Chinese, South Indian, North Indian, Continental, Desserts, Fast Food, Italian, ...",₹250 FOR TWO,Ramada Inn
behror,-- MINS,Fast Food,₹100 FOR TWO,China Town Fast Food
bathinda,-- MINS,"North Indian, Indian",₹150 FOR TWO,Kannu Dhaba
bathinda,-- MINS,"Chinese, Indian",₹299 FOR TWO,Hotel VRC City Heart
bathinda,-- MINS,"Beverages, Combo, Desserts, North Indian, Thalis",₹150 FOR TWO,Mani Dhaba - Mehna Chowk
begusarai,-- MINS,"North Indian, Chinese",₹200 FOR TWO,New Satkar Hotel
begusarai,-- MINS,Chinese,₹200 FOR TWO,Green Biryani House
begusarai,-- MINS,"Chinese, Indian",₹200 FOR TWO,T Gupta Family Restaurant
begusarai,-- MINS,"Chinese, Indian",₹200 FOR TWO,Big Bite Adda
begusarai,-- MINS,"Bakery, Desserts",₹200 FOR TWO,Gautam Bakery
belgaum,44 MINS,North Indian,₹500 FOR TWO,EEFA - Appetite Fine Dine Restaurant
begusarai,-- MINS,Sweets,₹200 FOR TWO,Adarsh Misthan Bhandar
begusarai,-- MINS,"Chinese, Fast Food",₹200 FOR TWO,Hungry Fast Food
begusarai,-- MINS,"Chinese, North Indian",₹300 FOR TWO,Hotel Jagdamba & Family Restaurant
belgaum,39 MINS,"North Indian, Chinese, Mughlai",₹300 FOR TWO,Hotel Al - Bahar
belgaum,42 MINS,"Chinese, Indian, Tandoor",₹250 FOR TWO,Kareem s Kitchen
belgaum,41 MINS,"North Indian, Chinese",₹500 FOR TWO,Zaika
belgaum,30 MINS,Pizzas,₹400 FOR TWO,Domino's Pizza
begusarai,-- MINS,"Desserts, Bakery",₹200 FOR TWO, FNP Cake
begusarai,-- MINS,Indian,₹200 FOR TWO,Manmohan Misthan Bhandar
begusarai,-- MINS,"Indian, Chinese",₹150 FOR TWO,Triupati Vaishnavi Hotel
begusarai,-- MINS,"Chinese, Biryani",₹300 FOR TWO,KATHI JUNCTION (Biryani & Rolls)
belgaum,40 MINS,North Indian,₹250 FOR TWO,Donne Biriyani Adda - Tilakwadi
belgaum,42 MINS,"Indian, Continental",₹300 FOR TWO,Heritage Kitchen
belgaum,41 MINS,"North Indian, Chinese, Biryani",₹350 FOR TWO,Paradise Kitchen Hyderabadi Biryani
belgaum,37 MINS,"North Indian, Chinese",₹500 FOR TWO,"Saffron Vegetarian,Tilakwadi"
begusarai,-- MINS,Italian,₹300 FOR TWO,Chill Out
begusarai,-- MINS,Bakery,₹300 FOR TWO,Chill Out
begusarai,-- MINS,North Indian,₹300 FOR TWO,Marwadi Bhojnalya
belgaum,37 MINS,Juices,₹100 FOR TWO,Sheetal Raswanti Graha
belgaum,44 MINS,Seafood,₹250 FOR TWO,Pai's Only Fish
belgaum,37 MINS,"Juices, Beverages, Ice Cream",₹100 FOR TWO,Garwa Cold Drinks
belgaum,39 MINS,"Italian, Continental, Pizzas, Mexican",₹300 FOR TWO,The Hidden Door
belgaum,47 MINS,"Chinese, Indian",₹250 FOR TWO,HOTEL VIRAT VEG- NON VEG
belgaum,40 MINS,Fast Food,₹150 FOR TWO,Chew Chow Chinese
belgaum,41 MINS,Chinese,₹200 FOR TWO,China Rocks - RPD College
berhampore,30 MINS,"Indian, Biryani, Beverages",₹250 FOR TWO,GO GREEN (Pure- Veg)
berhampore,30 MINS,"Indian, Chinese, Tandoor, Biryani, Fast Food",₹250 FOR TWO,The Chef House
berhampore,25 MINS,"Chinese, Indian, Tandoor, Continental, South Indian, Beverages, Desserts",₹250 FOR TWO,Khao Piyo Jiyo
berhampore,25 MINS,"Indian, Bengali",₹250 FOR TWO,Mondal's Restaurant
berhampore,36 MINS,"Indian, North Indian",₹350 FOR TWO,Hotel Nandini
berhampore,25 MINS,"Chinese, Indian, Tandoor",₹250 FOR TWO,Hotel Sunshine
berhampore,26 MINS,"Chinese, Fast Food, Snacks, Ice Cream, Beverages",₹200 FOR TWO,WoW Darjeeling Restaurant
berhampore,39 MINS,"Chinese, Combo",₹200 FOR TWO,Wok Hey
berhampore,33 MINS,"Biryani, Chinese",₹250 FOR TWO,Apex Hotel
berhampore,34 MINS,"Biryani, Chinese, Snacks",₹250 FOR TWO,Petuk food Corner
berhampore,32 MINS,"Chinese, Italian, South Indian",₹200 FOR TWO,Grill Inn | Mr & Mrs Idly
berhampore,29 MINS,"Chinese, Indian, Tandoor",₹400 FOR TWO,Roxy Restaurant
berhampore,25 MINS,"Indian, Fast Food",₹200 FOR TWO,Annapurna Fast food
berhampore,29 MINS,Chinese,₹250 FOR TWO,Wrap Hub
berhampore,29 MINS,Biryani,₹400 FOR TWO,Roxy Biryani House
berhampore,26 MINS,"North Indian, Asian",₹250 FOR TWO,Sohini Restaurant
bettiah,-- MINS,Indian,₹200 FOR TWO,Hotel Dana Pani
bettiah,-- MINS,"Biryani, Indian",₹200 FOR TWO,Lazij Biryani House And Family Restaurant
bettiah,-- MINS,"Desserts, Fast Food",₹200 FOR TWO,Sweets Home
bettiah,-- MINS,"Fast Food, Chinese, Italian",₹200 FOR TWO,Food Junction
bettiah,-- MINS,"North Indian, South Indian, Chinese, Fast Food, Desserts",₹200 FOR TWO,Hotel Bharat Jalpan
berhampur,30 MINS,"Chinese, North Indian, South Indian",₹300 FOR TWO,Hotel Bhubaneswari Classic
bettiah,-- MINS,North Indian,₹300 FOR TWO,Champaran Biryani House
bettiah,-- MINS,North Indian,₹300 FOR TWO,R.K.Line Hotel
bettiah,-- MINS,Indian,₹200 FOR TWO,The Park Biryani House
berhampur,35 MINS,"Biryani, Chinese, South Indian, North Indian, Beverages",₹200 FOR TWO,Atithi Inn
berhampur,32 MINS,"Biryani, Chinese, Fast Food",₹200 FOR TWO,Ismail Kabab Korner
berhampur,31 MINS,"Chinese, North Indian",₹150 FOR TWO,Food Bees
bettiah,-- MINS,"North Indian, Chinese, Fast Food",₹200 FOR TWO,New Hyderabadi Biryani
bettiah,-- MINS,"Fast Food, Desserts, Chinese",₹300 FOR TWO,Cake Palace
bettiah,-- MINS,"North Indian, Chinese",₹200 FOR TWO,Hotel Parth
bettiah,-- MINS,"South Indian, North Indian, Chinese, Continental",₹200 FOR TWO,Barbeque Nation Fine Dine Restaurant
berhampur,34 MINS,"Biryani, Chinese, Continental",₹300 FOR TWO,O' Kareem Family Restaurant
berhampur,26 MINS,"Biryani, Chinese, North Indian",₹200 FOR TWO,Hotel Sri Durga
berhampur,28 MINS,"South Indian, North Indian",₹150 FOR TWO,M/S HOTEL SAI NANDAN
berhampur,30 MINS,"Chinese, South Indian",₹200 FOR TWO,New Merrydine Restaurant
bettiah,-- MINS,"North Indian, Chinese",₹300 FOR TWO,Silver Spoon
bettiah,-- MINS,Indian,₹200 FOR TWO,Champaran Handi Kabab
bettiah,-- MINS,Indian,₹250 FOR TWO,Hotel Soniya Sapna
betul,36 MINS,"North Indian, South Indian, Chinese",₹230 FOR TWO,Kunal Restaurant
berhampur,32 MINS,"Chinese, Fast Food",₹200 FOR TWO,M/S Kesariya Kitchen
berhampur,27 MINS,"Biryani, Chinese, North Indian, Beverages",₹200 FOR TWO,Hyderabad Dum Biriyani
berhampur,28 MINS,"Chinese, South Indian",₹100 FOR TWO,HOTEL BHUBANESWARI PALACE
betul,31 MINS,"Fast Food, Italian",₹200 FOR TWO,Dream Sandwich
betul,36 MINS,North Indian,₹250 FOR TWO,Danapani Restaurant
berhampur,40 MINS,"Pizzas, Beverages",₹150 FOR TWO,Ice N Pizza Cafe
berhampur,33 MINS,Chinese,₹200 FOR TWO,Yo Momo
betul,40 MINS,Indian,₹230 FOR TWO,Salt N Spice (SNS)
betul,41 MINS,"Bakery, Fast Food",₹300 FOR TWO,ABAKING THE BAKERY SHOP
betul,36 MINS,Fast Food,₹150 FOR TWO,Taj Eggroll Center
berhampur,30 MINS,"Chinese, Continental, Desserts, Beverages",₹200 FOR TWO,Rolls Mania
berhampur,37 MINS,"Desserts, Beverages",₹200 FOR TWO,American Pizzaz
berhampur,39 MINS,"Chinese, South Indian, North Indian, Desserts, Beverages",₹200 FOR TWO,Broccoli Multi cuisine Restaurant
betul,-- MINS,"Desserts, Sweets",₹180 FOR TWO,Kunal Sweets
betul,-- MINS,North Indian,₹200 FOR TWO,Aai Ka Bhojnalaya
bhadravati,-- MINS,"South Indian, North Indian",₹200 FOR TWO,Vijaya Canteen
betul,-- MINS,"Chinese, North Indian, South Indian",₹200 FOR TWO,Panchwati Restaurant
betul,-- MINS,"Desserts, Sweets, Snacks",₹200 FOR TWO,Bikaner Mithai Mahal
betul,-- MINS,Bakery,₹200 FOR TWO,Cake Walkers(A cake making unit)
betul,-- MINS,Bakery,₹250 FOR TWO,Zaika The Bakery
bhadravati,-- MINS,"South Indian, North Indian, Tandoor, Beverages, Ice Cream",₹200 FOR TWO,Nammaru Cafe
bhadravati,-- MINS,"South Indian, North Indian",₹250 FOR TWO,Hotel Minar
bhadravati,-- MINS,"South Indian, North Indian",₹250 FOR TWO,Kanchana Icecafe
betul,-- MINS,"Italian, Chinese, Fast Food, Beverages",₹200 FOR TWO,Cafe Licious
bhadrachalam,-- MINS,Biryani,₹90 FOR TWO,Sri Durga Biryani Center
betul,-- MINS,"Mughlai, North Indian",₹220 FOR TWO,Hotel Mahfil
bhadrachalam,-- MINS,American,₹150 FOR TWO,Vicky Donalds
bhadrachalam,-- MINS,Biryani,₹160 FOR TWO,Anil Family Restaurant
bhadrachalam,-- MINS,Biryani,₹300 FOR TWO,Athidi Family Restaurant
bhadrachalam,-- MINS,"Asian, Chinese",₹45 FOR TWO,Usha Fast Food's & Ice Creams
bhadrachalam,-- MINS,Biryani,₹200 FOR TWO,MNR Family Dhaba
bhadrachalam,-- MINS,Indian,₹150 FOR TWO,TEA TYPES
bhadrachalam,-- MINS,Biryani,₹250 FOR TWO,Gowthami Spice Restaurant
bhadrachalam,-- MINS,Biryani,₹300 FOR TWO,Geethanjali Restaurant
bhadrachalam,-- MINS,Snacks,₹40 FOR TWO,A.M.P.M Hotel
bhadrachalam,-- MINS,Biryani,₹300 FOR TWO,Ramya Sri Spicy Restaurant
bhagalpur,-- MINS,"Chinese, North Indian",₹100 FOR TWO,Metro Raj Darbar
bhagalpur,-- MINS,"North Indian, Chinese",₹200 FOR TWO,Chahat The Dhaba
bhagalpur,-- MINS,"North Indian, Chinese",₹200 FOR TWO,Rauwa Handi (Rani Talaw)
bhagalpur,-- MINS,"North Indian, Chinese",₹350 FOR TWO,Aangan Restaurant (A Unit Of Hotel Vineet)
bhagalpur,-- MINS,"North Indian, Chinese, Biryani",₹100 FOR TWO,Metro Tikhi Mirchi
bhagalpur,-- MINS,Indian,₹100 FOR TWO,Happy Hour
bhagalpur,-- MINS,Desserts,₹100 FOR TWO,Silveryo The Chocolate House
bhagalpur,-- MINS,Desserts,₹200 FOR TWO,Hangout Cafe Cake Shop
bhagalpur,-- MINS,"Chinese, South Indian, Sweets",₹100 FOR TWO,Devendra Jalpan
bhagalpur,-- MINS,"Indian, Chinese, Tandoor, South Indian, Italian",₹50 FOR TWO,Metro Mirchi 2.0
bhagalpur,-- MINS,"North Indian, Biryani",₹100 FOR TWO,Metro Biryani House
bhagalpur,-- MINS,Bakery,₹200 FOR TWO,7Th Heaven Cake Shop
bhagalpur,-- MINS,"Chinese, Italian, Continental, North Indian",₹200 FOR TWO,G Rocks Cafe
bharabanki,39 MINS,Bakery,₹149 FOR TWO,Best shop
bhagalpur,-- MINS,"Desserts, South Indian",₹100 FOR TWO,Om Sri Vinayak Ghee Sah Misthan Bhandar
bhagalpur,-- MINS,"Indian, Chinese",₹100 FOR TWO,Metro Mirchi
bharabanki,43 MINS,Bakery,₹200 FOR TWO,Tandon Bakery Store
bharabanki,39 MINS,"North Indian, Chinese, Tandoor",₹149 FOR TWO,Indian food junction
bharabanki,42 MINS,North Indian,₹149 FOR TWO,New Shere punjab (Front of stadium)
bharabanki,-- MINS,Ice Cream,₹49 FOR TWO,Sahaj Ice-cream
bhandara,-- MINS,"Indian, Maharashtrian",₹150 FOR TWO,Sachin Family Restaurant
bharabanki,-- MINS,Pizzas,₹400 FOR TWO,Domino's Pizza
bharabanki,-- MINS,North Indian,₹200 FOR TWO,New Shere Punjab
bharabanki,-- MINS,North Indian,₹149 FOR TWO,SARDAR JI CHAP WALE
bharabanki,-- MINS,North Indian,₹149 FOR TWO,Nukkad cafe
bhandara,-- MINS,Punjabi,₹50 FOR TWO,The Paratha Shop
bhandara,-- MINS,Biryani,₹150 FOR TWO,Hotel AL Rizwan
bharabanki,-- MINS,North Indian,₹200 FOR TWO,Punjabi Dhaba
bharabanki,-- MINS,"North Indian, Chinese",₹250 FOR TWO,Desiaan
bharuch,-- MINS,"Chinese, Fast Food, North Indian, Punjabi, Biryani, Mughlai, Thalis",₹200 FOR TWO,Rajdhani Restaurant
bhandara,-- MINS,"Cafe, Chinese, Fast Food",₹150 FOR TWO,CAFE TALAP AND RESTRO
bhandara,-- MINS,Desserts,₹100 FOR TWO,Maa Bhavani Sweet Mart & Namkeen House
bhandara,-- MINS,"Chinese, Fast Food",₹150 FOR TWO,Walter's Cafe
bhandara,-- MINS,Fast Food,₹100 FOR TWO,RANA FOOD PLANET
bharatpur,-- MINS,Indian,₹200 FOR TWO,Xotic khichdi food
bharuch,-- MINS,"Biryani, Beverages, Continental",₹200 FOR TWO,Albaik India
bharuch,-- MINS,"Biryani, Mughlai, Chinese",₹200 FOR TWO,Al Ansar
bharuch,-- MINS,Bakery,₹150 FOR TWO,NEW LUCKY BAKERY
bharuch,-- MINS,"Fast Food, Snacks",₹100 FOR TWO,Puff House
bhandara,-- MINS,Chinese,₹100 FOR TWO,ANAND CHINESE CORNER
bhandara,-- MINS,"Fast Food, Beverages",₹100 FOR TWO,Crunchmill Western Food
bharatpur,-- MINS,South Indian,₹150 FOR TWO,RUCHI KABAB
bharatpur,-- MINS,South Indian,₹200 FOR TWO,Udupi Eating House
bharatpur,-- MINS,"Thalis, North Indian, Punjabi",₹250 FOR TWO,Thali Tales
bharuch,-- MINS,Pizzas,₹250 FOR TWO,Pizza Home
bharuch,-- MINS,"Fast Food, Italian",₹200 FOR TWO,The Olive's Kitchen
bharuch,-- MINS,North Indian,₹150 FOR TWO,Hotel Rasraj
bharuch,-- MINS,Fast Food,₹200 FOR TWO,Express Kitchen
